text,keywords,label
8万以内自动挡买个什么车好？,"五菱宏光,定速巡航,哈弗H6,上汽通用五菱,CS35,变速器,SUV
",news_car
从“狗日的”到“没有梦想”，腾讯到底为什么开始被业界群嘲？,"王兴,滴滴,百度,腾讯没有梦想,美团,腾讯
",news_tech
2018/05/09 不惧停牌，涨停二板,"集合竞价,康普顿
",news_finance
君越，辉昂，迈腾，君威，速派，选哪个好？,"
",news_car
刚刚，泰国“永动机”被中国选手赵崇阳逆转击败,"收割机,赵崇阳,昆仑决,塞克桑,金腰带
",news_sports
本科毕业后在一家医药企业工作，希望系统接受医学教育，有哪些方法？,"
",news_edu
2018全国教书育人楷模推选开始，选出你心中的好老师,"全国教书育人楷模,学术自由,各类学校,相统一,候选人
",news_edu
《无题》笔起,"无题
",news_culture
总裁夫人的衣帽间大曝光 为参加酒会换了十几套搭配,"夫人,大曝光,衣帽间
",news_entertainment
实拍 视觉设计师创作的3D铅笔画,"艺术家,铅笔画,设计师,意大利
",news_culture
台湾著名火山群的主峰——大屯山,"七星山,纱帽山,主峰,大屯山,火山群
",news_travel
方舟子说象棋源自印度，中国古代没有大象，你认为这种说法怎么样？,"
",news_culture
我国这9位顶级富豪多大年纪才开始创业？最佩服的是老干妈,"华为公司,周群飞,网易公司,老干妈,任正非
",news_tech
上联：夜醉长沙酒，如何对下联？,"
",news_culture
墨渊到死也不会知道，白浅是爱过他的，因为他看不到她的这个动作,"墨渊,三生三世
",news_entertainment
杨元庆是个优秀的企业家吗？,"
",news_tech
棋后赛下半程重庆开战 谭中怡胜居文君缩小差距,"居文君,谭中怡,重庆市,十番棋,对抗赛
",news_sports
云南之乡，鱼鸟天堂，适合去旅游的朋友们，让你玩得开心,"崇圣寺,复兴路,洱海,大理古城,大理国
",news_travel
不看书不看报买车要遭“烧” 增值税降了你晓得不？,"增值税,捷豹路虎,买车
",news_car
上联：半真半假半明月，如何出下联？,"
",news_culture
用手机号注册的微信，换号后微信还能一直用下去吗？,"
",news_tech
小米MIX 2s与华为mate10选哪个比较好？,"
",news_tech
姚明在NBA穿什么鞋？,"NBA,锐步,球鞋,耐克,姚明
",news_sports
"手机流氓软件""360卫士系列软件""卸载不了？","
",news_tech
临漳高校毕业生注意！你关心的就业创业政策来啦，看仔细→,"微型企业,高校毕业生,社会保险,助学贷款,就业服务
",news_edu
2018电动车新规出台，如何办理电动车正规手续及电动车驾照？,"电动车,摩托车,超标车,驾驶证,机动车
",news_car
江苏高校公布综合评价初审名单 南大1119人通过,"扬州大学,南京师范大学,江苏大学,南京大学,北京外国语大学
",news_edu
区块链周刊早报，高晓松再提：数字货币可理解为南非地底下的黄金,"郭小川,区块链,数字货币,高晓松,比特币
",news_tech
农民工返乡热潮的出现，背后是出于什么原因？,"制造业,农民工返乡热潮,机器人,落地生根,房地产业
",news_finance
首届“爱在华州缘来是你”军地青年联谊举行,"人武部,军中绿花,军地,诗经,爱人，同志,女嘉宾,红一连,兵哥哥,关雎
",news_military
杨毅直言想去波士顿凯尔特人的主场解说总决赛。你怎么看？,"
",news_sports
华油惠博普科技股份有限公司关于控股股东为公司提供担保暨关联交易的公告,"独立董事,中关村,控股股东,担保,深圳证券交易所股票上市规则,关联交易,中国石化,惠博普
",news_finance
香港的夜晚,"加拿大,香港,旅行者
",news_travel
这款车马上就来了，起步价只有11万，目测要火,"柯米克,起步价,北京车展
",news_car
荒野行动：这么一个小野区竟然比西港还要火！开车都要抢着去！,"红楼,AWM,地图,新地图
",news_game
状态依旧堪忧？Uzi获四杀终结比赛，RNG双杀FNC！,"FNC,RNG战队,MSI,Mlxg,Karsa
",news_game
什么工作接触程序员的机会最多？,"
",news_tech
联想被踢出恒生指数意味着什么？,"
",news_finance
始终想等等看RX8这款车,"空气净化器,RX8
",news_car
"科尔接受采访说:扎扎该告诉德安东尼""你毁了我的职业生涯""，你怎么看？","
",news_sports
图2让人敬佩，图6几乎无人不服,"朱之文,王宝强,一炮而红,徐桂花,星光大道,赵本山
",news_entertainment
苹果系统iOS11.3.1要不要升，升级后有什么bug？哪些手机不要升级？,"
",news_tech
男人开这车绝对霸气！4.0T配V8+630马力，4.5s破百牧马人惨败,"丰田普拉多,奔驰G级AMG,北京车展,奔驰G级,普拉多,SUV,牧马人
",news_car
宝骏510、比亚迪F3、长安悦翔V3这三款车比较，哪一个性能比较好？,"
",news_car
H5：我家住在“公园”里！带你神游湖南南山国家公园！,"南山国家公园,湖南省,湖南
",news_travel
你知道的做期货的人，后来怎么样了？,"财务自由,葛卫东,做期货,钢铁行业,商品期货
",news_finance
应当如何学习英语？,"
",news_edu
上联：只恐夜深花睡去，如何对下联？,"
",news_culture
九江职院在第八届全国大学生机械创新设计大赛江西赛区预赛中获佳绩,"全国大学生,机械工程学院,教学研究,江西省,大学生机械创新设计大赛
",news_edu
买iPhoneX的理由是什么？,"
",news_tech
还傻傻只装倒车影像？现在聪明人都会装上“它们”，实用更上档次,"电动剃须刀,汽车装饰,护目镜,数据线,钥匙包
",news_car
感恩励志，少年崛起！孝昌这个学校正能量满满！,"第一初级中学,第一初级中学学生,初级中学,感恩
",news_edu
法律知识：刑事强制措施考点大汇总,"公安机关,监视居住,取保候审,犯罪嫌疑人,拘传证,强制措施
",news_edu
西部计划怎样报名？报名流程是怎样的？,"
",news_edu
评课不会说，教研不专业？老师，这样“多点性感”让你秒变专家！,"妙语连珠,教师,推进xx
",news_edu
父亲遗产10万给了乞丐，儿子不服去抢，看见乞丐的脸，再给10万,"乞丐,大爷,罗大爷
",news_story
网购花了463块钱，老公骂我败家虚荣，就知道攀比！,"
",news_story
唯美风游戏动漫绘画欣赏,"火箭队,小次郎
",news_game
方舟生存进化神奇宝贝 暗墨解说,"方舟生存,神奇宝贝
",news_game
住建部和12城负责人不得不说的故事！房价调控迎来新局面,"住建部,房价,房地产,调控,拆迁户
",news_house
实店探访北京(BJ)40 PLUS 解读越野向往者的专享座驾,"北京,战狼2,BJ,北京汽车,越野车,40 PLUS,越野向往
",news_car
新华中路东段片区新增73.2亩用地 地块由杰东房地产自行改造,"汕头市,房地产,用地,建设用地规划许可证,汕头市潮阳区,用地单位
",news_house
跟着俄罗斯的有哪个国家混得好？,"
",news_world
黄金有什么价值？,"
",news_finance
用一根网线，如何接两个路由器？,"
",news_tech
双胞胎大排畸要做两次吗？,"
",news_world
蔡卓妍出席活动，网友：特有的少女气质，越看越迷人！,"越迷人,少女,蔡卓妍,少女气质,蔡卓妍出席活动
",news_entertainment
农村老话：“冷不靠灯，穷不靠亲”，现实中真的会这样？你如何看待这类事？,"
",news_agriculture
对于在王者荣耀中开局中应该做好哪些事情才算是合格，老司机来吧,"李元芳,游戏,手机游戏,王者荣耀
",news_game
妹妹等到放学回家的哥哥，跳着脚求哥哥抱抱，兄妹情深，太感动了,"妹妹,二宝,大宝跟
",news_story
球场上的郭艾伦是大众所熟悉的，但这样的郭艾伦你真的熟悉吗,"CBA,球星,郭艾伦,辽宁队,吃鸡
",news_sports
谁还敢说中国航发落后？5马赫发动机呼之欲出，美：改变游戏规则,"冲压式喷气发动机,高超音速飞行器,超音速燃烧冲压喷气发动机,大众科学,发动机,高超音速
",news_military
美国的51区有没有外星人，为什么历届总统上任前都要去看看？,"
",news_military
拥抱亲亲+壁咚！女粉丝60元买1分钟亲密接触 日本偶像团体月入百万,"地下偶像,偶像,壁咚
",news_world
全运会的乒乓球冠军含金量真的比世锦赛奥运会的高吗？,"
",news_sports
为什么有的人明明体重数字很大，但实际上却是非常瘦？,"
",news_sports
当年的QQ音乐三巨头到底是什么水平，现在谁发展得最好呢？,"东方风云榜,反恐行动,登陆计划,徐良,御龙在天,万有引力,寻雾启示,梦游计,QQ音乐,汪苏泷,陆垚知马俐,创作专辑,慢慢懂,微微一笑很倾城,请在哔声后留言
",news_entertainment
未来房价走势，真的会是大涨小跌吗？,"大涨小跌,货币发行量,豆腐脑,通货膨胀,全国房价
",news_house
知乎强势？这只是隐私授权的开始,"知乎,李彦宏,规范,个人信息安全规范,Facebook,扎克伯格,隐私协议,支付宝
",news_tech
在惠州买房自住，惠城区、惠阳区和大亚湾哪个更适合？,"
",news_house
绝大部分人都不知道原来驾照还有这种功能！,"租车,新西兰,自驾,自驾吧,联合国道路交通公约,驾照翻译认证
",news_car
放贷后，购房合同是在银行还是在开发商那里拿回来？,"购房合同,购房,银行,房管局
",news_house
美国为什么不打伊朗？,"
",news_military
中国也会将目前大热的3D打印技术带到战斗机上面吗？,"歼20,战机,战斗机,歼25,六代机
",news_military
有哪些男星是真的帅？,"
",news_entertainment
室友玩游戏时声音太大应该怎么办？,"
",news_game
75% 来自农村，大学生比例16%，外卖“骑手”是怎样一群新青年？,"新青年,外卖骑手,钛媒体,骑手群体,报告
",news_tech
北京新机场人才公租房I标段建设进入实体工程阶段,"临空地产,新机场,京津冀,北京,北京新机场首期人才公租房
",news_house
外家拳和内家拳有何区别？,"
",news_culture
徐璐、唐嫣于2018年5月11日分别现身北京机场，气势凌人,"唐嫣,著名演员,北京机场,墨客行,东方IC,夏家三千金,X女特工,徐璐,轩辕剑之天之痕
",news_entertainment
利好共振激活健康中国板块 六股投资正当时,"欣龙控股,京东方,泰格医药,云南白药,南京新百,百大集团,健康中国,上海医药,中国概念股,博济医药,今世缘,鱼跃医疗,三诺生物,和佳股份,两票制,政府采购,贵州茅台,常宝股份,世荣兆业,万东医疗
",news_finance
比特币为什么会大跌？,"比特币,Mt.Gox,币市,抛售,BTC
",news_finance
“人造猪肉”于近期面世，猪价会有挽回的余地吗？,"
",news_agriculture
「天地不仁，以万物为刍狗」是什么意思？,"
",news_culture
飞机一旦被导弹锁定，就再也逃不掉了？这到底是怎么一回事？,"空空导弹,矢量发动机,战斗机,飞机,导弹锁定
",news_military
彩电市场疲软 苏宁开出“三化”药方,"苏宁,彩电市场,物联化,范志军,彩电行业
",news_finance
携程承诺不从机票退改签中收取额外费用，标准混乱仍然待解,"民航局,退票费,机票,退改签,携程
",news_travel
学者警告：2020年夏季奥运会访客恐瘫痪东京地铁,"法新社,东京夏季奥运会,东京地铁,转运站,通勤者
",news_world
迎来复仇良机，国米欲回签前中场妖星，齐达内能放走他吗？,"国米,克罗地亚,科瓦契奇,甘冈,皇马
",news_sports
如何查找老公微信聊天记录？这才是正确的方式，很多人都不知道！,"微信
",news_tech
范冰冰领跑戛纳红毯，李宇春马思纯马苏卢靖姗，谁能和她一较高下,"如影随心,戛纳电影节,戛纳,马思纯,马苏,注图片源于网络
",news_entertainment
小米6和iPhone6s，哪款更值得入手？,"
",news_game
联想把5G关键票投给了高通，掀起全国的舆论风暴，企业有权利按照自己意愿决择吗？,"
",news_tech
武汉马拉松现场实况：那些让人笑出腹肌的段子,"马拉松,东湖绿道,撒狗粮,海陆空,王者荣耀
",news_game
众泰T500怎么样，值不值得购买？,"
",news_car
为什么农村人睡觉早？,"
",news_agriculture
优质企业过会加速 房企IPO排名集体下滑,"IPO,金辉集团,发审会,首创置业,富力地产
",news_house
上联是：梨花已瘦春憔悴，如何对下联？,"
",news_culture
电视剧《淑女的品格》正式立项 确认将由陈数主演,"RAIN,陈数,广电总局,淑女的品格,壹心娱乐
",news_entertainment
中国每个省的代表县是什么？,"
",news_culture
阿根廷政府和央行火力全开狙击比索暴跌 周一美元低开稳走,"比索,马克里,渐进主义,休克疗法,中央银行
",news_finance
老股民都知道的“量压形态”一旦遇上赶快走，免得阴沟翻船！,"平均线,成交量,均量线,BIAS,云天化,MACD,量压,芝麻量,黑洞,洪都航空,阴沟
",news_finance
青岛00后职校美女，靠摆餐具被澳大利亚名校录取,"山东省,职校生,酒店管理,格里菲斯,青岛市
",news_edu
母猪产仔咬仔猪怎么办？,"
",news_agriculture
钟楚曦不愧倪妮传人！这么宽的裤子都能穿，网友：一般人真不敢穿,"女人味,北京机场,阔腿裤,钟楚曦,倪妮,芳华
",news_entertainment
神车到了海外就不行了？墨西哥版大众帕萨特配置到底多感人？,"氙气灯,墨西哥,帕萨特,Rline,平行进口车,大众帕萨特
",news_car
你最欣赏的足球明星是谁？,"
",news_sports
她才是国服第一妲己！最美cos一姐是她，冯提莫也比不过,"王者荣耀,COS,姜允儿,妲己,冯提莫
",news_game
普林斯顿大学特辑,"新泽西学院,新泽西州,普林斯顿,常春藤,普林斯顿大学,越狱
",news_edu
对外经贸大学2018MPAcc竞争有多大？录取人数不到复试人数零头,"复试,考研,调剂承诺书,对外经贸大学,MPAcc,对外经济贸易大学
",news_edu
5G投票门，联想应该如何应对？,"
",news_tech
实拍：农村的农作物收成，种植效果，收购价钱,"农村
",news_agriculture
农民对农村户口为什么看的这么重？这三点说明原因，最后一点感人,"农村,农村户口,回到农村,可耕地
",news_agriculture
马路上的这几种标线代表啥意思？走错了要遭！,"障碍物,导流线,车距确认线,变道,减速标线
",news_car
山西大学与太原理工的校庆之争,"校庆,岑春煊,光绪朝东华录,山大往事,校庆日：1902年5月8日,理工大,山西大学,李提摩太与山西大学堂西学专斋,清实录·德宗实录,校庆日
",news_edu
招商蛇口前4月签约销售417.04 亿 同比增加 21.44%,"签约销售
",news_finance
英雄联盟十大操作最难的英雄，绝对有你的本命,"英雄联盟,乐芙兰,召唤师峡谷,行刑官,机关枪
",news_game
